label,scenario,role,n_similar,n_occupied,condition,repeat,p_move,prompt_n,t
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,9,0.37213969230687227,170,1788718644.7007565
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,5,0.6958695261441653,170,1788718644.7007577
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,10,0.9732005505524564,170,1788718644.7007585
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,10,0.5481331185066,170,1788718644.7007596
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,1,0.4095362424854116,170,1788718644.7007604
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,5,0.37325628479666423,170,1788718644.700761
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,2,0.9695446148023525,170,1788718644.700762
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,3,0.45035372526550194,170,1788718644.700763
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,8,0.9648533427534579,170,1788718644.700764
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,1,0.5070528984073635,170,1788718644.7007647
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,9,0.9695446148023525,170,1788718644.7007654
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,0,0.7623991966249404,170,1788718644.7007663
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,1,0.31596018922485036,170,1788718644.700767
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,2,0.5593991279605214,170,1788718644.7007678
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,8,0.5042399318293636,170,1788718644.7007685
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,9,0.7134113311769609,170,1788718644.7007694
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,2,0.37213969230687227,170,1788718644.7007704
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,10,0.039108458760862164,170,1788718644.7007713
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,4,0.4532448486464735,170,1788718644.700772
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,0,0.6778290069752395,170,1788718644.7007735
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,2,0.23544057502131666,170,1788718644.7007742
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,0,0.5457718372352575,170,1788718644.7007747
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,7,0.2518589719579078,170,1788718644.7007754
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,11,0.12228226007771538,170,1788718644.700776
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,4,0.5481331185066,170,1788718644.700777
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,5,0.5194622874263825,170,1788718644.7007778
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,7,0.7623991966249404,170,1788718644.7007785
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,10,0.19481261984110398,170,1788718644.7007794
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,8,0.4271521397585836,170,1788718644.7007859
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,5,0.9598624074464294,170,1788718644.7007868
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,7,0.37325628479666423,170,1788718644.7007878
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,9,0.15631708968672084,170,1788718644.7007885
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,11,0.37461193279616684,170,1788718644.7007892
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,5,0.5042399318293636,170,1788718644.70079
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,10,0.16187530756037874,170,1788718644.700791
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,8,0.37213969230687227,170,1788718644.7007916
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,5,0.176353323107708,170,1788718644.7007923
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,4,0.05949734590401902,170,1788718644.7007933
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,3,0.24079272868670337,170,1788718644.7007937
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,4,0.16187530756037874,170,1788718644.7007947
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,11,0.3158711587163903,170,1788718644.7007954
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,1,0.6958695261441653,170,1788718644.7007961
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,5,0.039108458760862164,170,1788718644.7007968
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,2,0.7926198007877292,170,1788718644.7007976
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,4,0.9479188777816597,170,1788718644.7007983
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,7,0.19481261984110398,170,1788718644.7007987
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,8,0.22863246159834816,170,1788718644.7007992
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,10,0.8221143957658587,170,1788718644.7008
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,3,0.19481261984110398,170,1788718644.7008007
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,1,0.9479188777816597,170,1788718644.7008014
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,0,0.22863246159834816,170,1788718644.700802
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,6,0.12228226007771538,170,1788718644.7008028
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,11,0.5207076668743428,170,1788718644.7008035
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,2,0.4225884079938025,170,1788718644.7008042
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,8,0.7097442150118229,170,1788718644.700805
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,11,0.9560179363642936,170,1788718644.7008054
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,6,0.9560179363642936,170,1788718644.700806
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,3,0.6181899493396327,170,1788718644.7008066
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,10,0.7134113311769609,170,1788718644.700807
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,9,0.4310920238505173,170,1788718644.7008083
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,8,0.03853962656584188,170,1788718644.7008088
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,1,0.3879004534457091,170,1788718644.7008092
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,2,0.10204364876374618,170,1788718644.70081
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,2,0.6181899493396327,170,1788718644.7008104
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,0,0.039108458760862164,170,1788718644.7008111
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,4,0.7134113311769609,170,1788718644.700812
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,3,0.7134113311769609,170,1788718644.7008126
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,9,0.04059953927112719,170,1788718644.7008133
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,6,0.4532448486464735,170,1788718644.700814
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,0,0.560156779294255,170,1788718644.700815
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,11,0.3004937380408923,170,1788718644.7008157
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,1,0.7134113311769609,170,1788718644.7008162
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,0,0.7134113311769609,170,1788718644.7008166
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,8,0.560156779294255,170,1788718644.7008173
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,0,0.16187530756037874,170,1788718644.7008178
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,11,0.039108458760862164,170,1788718644.7008188
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,6,0.37461193279616684,170,1788718644.7008193
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,5,0.2518589719579078,170,1788718644.7008197
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,11,0.4811033606533375,170,1788718644.7008202
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,7,0.3652921508170085,170,1788718644.7008207
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,2,0.2518589719579078,170,1788718644.7008212
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,8,0.4811033606533375,170,1788718644.700822
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,7,0.04059953927112719,170,1788718644.7008226
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,4,0.560156779294255,170,1788718644.700823
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,5,0.3004937380408923,170,1788718644.7008235
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,11,0.560156779294255,170,1788718644.700824
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,9,0.6181899493396327,170,1788718644.7008247
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,7,0.7134113311769609,170,1788718644.7008257
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,6,0.560156779294255,170,1788718644.7008262
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,4,0.25544086860050136,170,1788718644.7008266
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,8,0.12228226007771538,170,1788718644.7008274
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,0,0.9560179363642936,170,1788718644.700828
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,9,0.4532448486464735,170,1788718644.7008288
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,10,0.3158711587163903,170,1788718644.7008295
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,3,0.9732005505524564,170,1788718644.70083
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,1,0.039108458760862164,170,1788718644.7008305
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,7,0.16187530756037874,170,1788718644.700831
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,9,0.560156779294255,170,1788718644.7008317
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,6,0.039108458760862164,170,1788718644.7008324
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,3,0.3158711587163903,170,1788718644.7008328
granite-4.2-30b-chat-grammar,baseline,blue,0,7,interleaved,7,0.9732005505524564,170,1788718644.7008336
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,1,0.3158711587163903,170,1788718644.700834
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,9,0.37461193279616684,170,1788718644.7008345
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,11,0.4532448486464735,170,1788718644.7008352
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,3,0.2518589719579078,170,1788718644.7008355
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,1,0.16187530756037874,170,1788718644.7008362
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,6,0.6181899493396327,170,1788718644.7008367
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,4,interleaved,2,0.16187530756037874,170,1788718644.7008371
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,6,interleaved,7,0.6181899493396327,170,1788718644.7008376
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,4,0.3004937380408923,170,1788718644.700838
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,6,0.7134113311769609,170,1788718644.7008386
granite-4.2-30b-chat-grammar,baseline,red,0,8,interleaved,3,0.039108458760862164,170,1788718644.7008395
granite-4.2-30b-chat-grammar,baseline,blue,0,4,interleaved,10,0.37461193279616684,170,1788718644.7008402
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,5,interleaved,10,0.560156779294255,170,1788718644.700841
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,7,interleaved,5,0.7134113311769609,170,1788718644.7008417
granite-4.2-30b-chat-grammar,political_liberal_conservative,blue,0,7,interleaved,6,0.25544086860050136,170,1788718644.7008421
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,6,0.37213969230687227,170,1788718644.7008429
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,8,interleaved,3,0.6958695261441653,170,1788718644.7008433
granite-4.2-30b-chat-grammar,political_liberal_conservative,red,0,3,interleaved,0,0.3004937380408923,170,1788718644.7008438
